"","X","Date","Month","Locality","Site","Bar","Station","Counter","Quadrat_ID","Live_Dead","Size","Count","Treatment","Location","Substation","Year"
"195",195,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_02","L",47.2,1,"control",NA,"CRN2","2010"
"196",196,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_02","L",70.2,1,"control",NA,"CRN2","2010"
"197",197,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_02","L",50.7,1,"control",NA,"CRN2","2010"
"198",198,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_02","L",61.4,1,"control",NA,"CRN2","2010"
"199",199,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_02","L",46.6,1,"control",NA,"CRN2","2010"
"200",200,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_02","L",51.2,1,"control",NA,"CRN2","2010"
"201",201,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_02","L",37.8,1,"control",NA,"CRN2","2010"
"202",202,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_02","L",78.4,1,"control",NA,"CRN2","2010"
"203",203,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_02","L",60,1,"control",NA,"CRN2","2010"
"204",204,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_02","L",54.9,1,"control",NA,"CRN2","2010"
"205",205,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_02","L",65.2,1,"control",NA,"CRN2","2010"
"206",206,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_02","L",53.8,1,"control",NA,"CRN2","2010"
"207",207,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_03","D",32,1,"control",NA,"CRN2","2010"
"208",208,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_03","D",37.6,1,"control",NA,"CRN2","2010"
"209",209,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_03","D",44,1,"control",NA,"CRN2","2010"
"210",210,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_03","D",51.2,1,"control",NA,"CRN2","2010"
"211",211,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_03","D",33.7,1,"control",NA,"CRN2","2010"
"212",212,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_03","D",44.1,1,"control",NA,"CRN2","2010"
"213",213,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_03","D",76.2,1,"control",NA,"CRN2","2010"
"214",214,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_03","D",26,1,"control",NA,"CRN2","2010"
"215",215,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_03","D",60.8,1,"control",NA,"CRN2","2010"
"216",216,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_03","D",42.8,1,"control",NA,"CRN2","2010"
"217",217,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_03","D",19.9,1,"control",NA,"CRN2","2010"
"218",218,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_03","D",48.5,1,"control",NA,"CRN2","2010"
"219",219,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_03","L",52.5,1,"control",NA,"CRN2","2010"
"220",220,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_03","L",40.8,1,"control",NA,"CRN2","2010"
"221",221,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_03","L",62.4,1,"control",NA,"CRN2","2010"
"222",222,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_03","L",79.1,1,"control",NA,"CRN2","2010"
"223",223,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_03","L",49.2,1,"control",NA,"CRN2","2010"
"224",224,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_03","L",50.1,1,"control",NA,"CRN2","2010"
"225",225,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_03","L",54.5,1,"control",NA,"CRN2","2010"
"226",226,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_03","L",59.1,1,"control",NA,"CRN2","2010"
"227",227,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_03","L",37.1,1,"control",NA,"CRN2","2010"
"228",228,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_04","D",NA,0,"control",NA,"CRN2","2010"
"229",229,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_04","L",45,1,"control",NA,"CRN2","2010"
"230",230,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_04","L",59.8,1,"control",NA,"CRN2","2010"
"231",231,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_04","L",31.7,1,"control",NA,"CRN2","2010"
"232",232,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_04","L",39,1,"control",NA,"CRN2","2010"
"233",233,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_04","L",67,1,"control",NA,"CRN2","2010"
"234",234,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_04","L",48,1,"control",NA,"CRN2","2010"
"235",235,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_04","L",32,1,"control",NA,"CRN2","2010"
"236",236,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_04","L",28,1,"control",NA,"CRN2","2010"
"237",237,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_04","L",27.5,1,"control",NA,"CRN2","2010"
"238",238,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_04","L",30,1,"control",NA,"CRN2","2010"
"239",239,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_04","L",39.6,1,"control",NA,"CRN2","2010"
"240",240,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_04","L",47.5,1,"control",NA,"CRN2","2010"
"241",241,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_04","L",82,1,"control",NA,"CRN2","2010"
"242",242,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_04","L",41,1,"control",NA,"CRN2","2010"
"243",243,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_04","L",33.4,1,"control",NA,"CRN2","2010"
"244",244,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_05","D",NA,0,"control",NA,"CRN2","2010"
"245",245,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_05","L",60,1,"control",NA,"CRN2","2010"
"246",246,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_05","L",46,1,"control",NA,"CRN2","2010"
"247",247,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_05","L",33.5,1,"control",NA,"CRN2","2010"
"248",248,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_06","D",34.5,1,"control",NA,"CRN2","2010"
"249",249,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_06","L",43,1,"control",NA,"CRN2","2010"
"250",250,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_06","L",54.7,1,"control",NA,"CRN2","2010"
"251",251,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_06","L",65.7,1,"control",NA,"CRN2","2010"
"252",252,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_06","L",56.6,1,"control",NA,"CRN2","2010"
"253",253,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_06","L",56.4,1,"control",NA,"CRN2","2010"
"254",254,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_06","L",57.6,1,"control",NA,"CRN2","2010"
"255",255,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_07","D",47,1,"control",NA,"CRN2","2010"
"256",256,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_07","L",47,1,"control",NA,"CRN2","2010"
"257",257,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_07","L",34.5,1,"control",NA,"CRN2","2010"
"258",258,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_07","L",37.8,1,"control",NA,"CRN2","2010"
"259",259,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_07","L",43.2,1,"control",NA,"CRN2","2010"
"260",260,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_07","L",42,1,"control",NA,"CRN2","2010"
"261",261,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_07","L",20,1,"control",NA,"CRN2","2010"
"262",262,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_08","D",NA,0,"control",NA,"CRN2","2010"
"263",263,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_08","L",NA,0,"control",NA,"CRN2","2010"
"264",264,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_09","D",86.5,1,"control",NA,"CRN2","2010"
"265",265,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_09","D",35,1,"control",NA,"CRN2","2010"
"266",266,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_09","D",67.7,1,"control",NA,"CRN2","2010"
"267",267,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_09","D",20.5,1,"control",NA,"CRN2","2010"
"268",268,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_09","L",39,1,"control",NA,"CRN2","2010"
"269",269,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_09","L",41.7,1,"control",NA,"CRN2","2010"
"270",270,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_09","L",55,1,"control",NA,"CRN2","2010"
"271",271,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_09","L",28.4,1,"control",NA,"CRN2","2010"
"272",272,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_09","L",40.4,1,"control",NA,"CRN2","2010"
"273",273,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_09","L",45,1,"control",NA,"CRN2","2010"
"274",274,2010-05-24,"May","CR","N",2,"CRN2","FREDRICK/SEAVY","20100524_CRN2_01_09","L",26.4,1,"control",NA,"CRN2","2010"
"275",275,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_01","D",NA,0,"control",NA,"CRN3","2010"
"276",276,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_01","L",18,1,"control",NA,"CRN3","2010"
"277",277,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_01","L",61,1,"control",NA,"CRN3","2010"
"278",278,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_01","L",33,0,"control",NA,"CRN3","2010"
"279",279,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","D",67,1,"control",NA,"CRN3","2010"
"280",280,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","D",26,1,"control",NA,"CRN3","2010"
"281",281,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","D",39,1,"control",NA,"CRN3","2010"
"282",282,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","D",25,1,"control",NA,"CRN3","2010"
"283",283,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",56,1,"control",NA,"CRN3","2010"
"284",284,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",46,1,"control",NA,"CRN3","2010"
"285",285,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",43,1,"control",NA,"CRN3","2010"
"286",286,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",51,1,"control",NA,"CRN3","2010"
"287",287,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",40,1,"control",NA,"CRN3","2010"
"288",288,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",50,1,"control",NA,"CRN3","2010"
"289",289,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",68,1,"control",NA,"CRN3","2010"
"290",290,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",70,1,"control",NA,"CRN3","2010"
"291",291,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",50,1,"control",NA,"CRN3","2010"
"292",292,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",51,1,"control",NA,"CRN3","2010"
"293",293,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",67,1,"control",NA,"CRN3","2010"
"294",294,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",74,1,"control",NA,"CRN3","2010"
"295",295,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",50,1,"control",NA,"CRN3","2010"
"296",296,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",48,1,"control",NA,"CRN3","2010"
"297",297,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",67,1,"control",NA,"CRN3","2010"
"298",298,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",50,1,"control",NA,"CRN3","2010"
"299",299,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",46,1,"control",NA,"CRN3","2010"
"300",300,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",59,1,"control",NA,"CRN3","2010"
"301",301,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",46,1,"control",NA,"CRN3","2010"
"302",302,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",64,1,"control",NA,"CRN3","2010"
"303",303,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",64,1,"control",NA,"CRN3","2010"
"304",304,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",49,1,"control",NA,"CRN3","2010"
"305",305,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",26,1,"control",NA,"CRN3","2010"
"306",306,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",36,1,"control",NA,"CRN3","2010"
"307",307,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",29,1,"control",NA,"CRN3","2010"
"308",308,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",28,1,"control",NA,"CRN3","2010"
"309",309,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",49,1,"control",NA,"CRN3","2010"
"310",310,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",45,1,"control",NA,"CRN3","2010"
"311",311,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",44,1,"control",NA,"CRN3","2010"
"312",312,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",39,1,"control",NA,"CRN3","2010"
"313",313,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",44,1,"control",NA,"CRN3","2010"
"314",314,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",48,1,"control",NA,"CRN3","2010"
"315",315,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",52,1,"control",NA,"CRN3","2010"
"316",316,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",46,1,"control",NA,"CRN3","2010"
"317",317,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",58,1,"control",NA,"CRN3","2010"
"318",318,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",49,1,"control",NA,"CRN3","2010"
"319",319,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",47,1,"control",NA,"CRN3","2010"
"320",320,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",44,1,"control",NA,"CRN3","2010"
"321",321,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_02","L",16,1,"control",NA,"CRN3","2010"
"322",322,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_03","D",NA,0,"control",NA,"CRN3","2010"
"323",323,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_03","L",NA,1,"control",NA,"CRN3","2010"
"324",324,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_04","D",NA,0,"control",NA,"CRN3","2010"
"325",325,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_04","L",67,1,"control",NA,"CRN3","2010"
"326",326,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_04","L",53,1,"control",NA,"CRN3","2010"
"327",327,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_04","L",42,1,"control",NA,"CRN3","2010"
"328",328,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_04","L",29,1,"control",NA,"CRN3","2010"
"329",329,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_05","D",NA,3,"control",NA,"CRN3","2010"
"330",330,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_05","L",NA,28,"control",NA,"CRN3","2010"
"331",331,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_06","D",NA,0,"control",NA,"CRN3","2010"
"332",332,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_06","L",NA,0,"control",NA,"CRN3","2010"
"333",333,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_07","D",NA,0,"control",NA,"CRN3","2010"
"334",334,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_07","L",46,1,"control",NA,"CRN3","2010"
"335",335,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_07","L",34,1,"control",NA,"CRN3","2010"
"336",336,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_07","L",47,1,"control",NA,"CRN3","2010"
"337",337,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_08","D",19,1,"control",NA,"CRN3","2010"
"338",338,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_08","D",23,1,"control",NA,"CRN3","2010"
"339",339,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_08","L",29,1,"control",NA,"CRN3","2010"
"340",340,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_08","L",30,1,"control",NA,"CRN3","2010"
"341",341,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_09","D",NA,0,"control",NA,"CRN3","2010"
"342",342,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_09","L",NA,0,"control",NA,"CRN3","2010"
"343",343,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_10","D",NA,0,"control",NA,"CRN3","2010"
"344",344,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_10","L",NA,0,"control",NA,"CRN3","2010"
"345",345,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_11","D",NA,0,"control",NA,"CRN3","2010"
"346",346,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_11","L",NA,0,"control",NA,"CRN3","2010"
"347",347,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_12","D",NA,0,"control",NA,"CRN3","2010"
"348",348,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_12","L",NA,3,"control",NA,"CRN3","2010"
"349",349,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_13","D",NA,0,"control",NA,"CRN3","2010"
"350",350,2010-05-24,"May","CR","N",3,"CRN3",NA,"20100524_CRN3_01_13","L",NA,10,"control",NA,"CRN3","2010"
"351",351,2010-05-24,"May","CR","O",1,"CRO1","DREW/FREDRICK","20100524_CRO1_01_01","D",NA,0,"control",NA,"CRO1","2010"
"352",352,2010-05-24,"May","CR","O",1,"CRO1","DREW/FREDRICK","20100524_CRO1_01_01","L",NA,0,"control",NA,"CRO1","2010"
"353",353,2010-05-24,"May","CR","O",1,"CRO1","DREW/FREDRICK","20100524_CRO1_01_02","D",NA,0,"control",NA,"CRO1","2010"
"354",354,2010-05-24,"May","CR","O",1,"CRO1","DREW/FREDRICK","20100524_CRO1_01_02","L",NA,0,"control",NA,"CRO1","2010"
"355",355,2010-05-24,"May","CR","O",1,"CRO1","DREW/FREDRICK","20100524_CRO1_01_03","D",NA,0,"control",NA,"CRO1","2010"
"356",356,2010-05-24,"May","CR","O",1,"CRO1","DREW/FREDRICK","20100524_CRO1_01_03","L",NA,0,"control",NA,"CRO1","2010"
"357",357,2010-05-24,"May","CR","O",1,"CRO1","DREW/FREDRICK","20100524_CRO1_01_04","D",NA,0,"control",NA,"CRO1","2010"
"358",358,2010-05-24,"May","CR","O",1,"CRO1","DREW/FREDRICK","20100524_CRO1_01_04","L",NA,0,"control",NA,"CRO1","2010"
"359",359,2010-05-24,"May","CR","O",1,"CRO1","DREW/FREDRICK","20100524_CRO1_01_05","D",NA,0,"control",NA,"CRO1","2010"
"360",360,2010-05-24,"May","CR","O",1,"CRO1","DREW/FREDRICK","20100524_CRO1_01_05","L",NA,0,"control",NA,"CRO1","2010"
"361",361,2010-05-24,"May","CR","O",1,"CRO1","DREW/FREDRICK","20100524_CRO1_01_06","D",NA,0,"control",NA,"CRO1","2010"
"362",362,2010-05-24,"May","CR","O",1,"CRO1","DREW/FREDRICK","20100524_CRO1_01_06","L",NA,0,"control",NA,"CRO1","2010"
"363",363,2010-05-24,"May","CR","O",1,"CRO1","DREW/FREDRICK","20100524_CRO1_01_07","D",NA,0,"control",NA,"CRO1","2010"
"364",364,2010-05-24,"May","CR","O",1,"CRO1","DREW/FREDRICK","20100524_CRO1_01_07","L",NA,0,"control",NA,"CRO1","2010"
"365",365,2010-05-24,"May","CR","O",1,"CRO1","DREW/FREDRICK","20100524_CRO1_01_08","D",NA,0,"control",NA,"CRO1","2010"
"366",366,2010-05-24,"May","CR","O",1,"CRO1","DREW/FREDRICK","20100524_CRO1_01_08","L",NA,0,"control",NA,"CRO1","2010"
"367",367,2010-05-24,"May","CR","O",1,"CRO1","DREW/FREDRICK","20100524_CRO1_01_09","D",NA,0,"control",NA,"CRO1","2010"
"368",368,2010-05-24,"May","CR","O",1,"CRO1","DREW/FREDRICK","20100524_CRO1_01_09","L",NA,0,"control",NA,"CRO1","2010"
"369",369,2010-05-24,"May","CR","O",1,"CRO1","DREW/FREDRICK","20100524_CRO1_01_10","D",NA,0,"control",NA,"CRO1","2010"
"370",370,2010-05-24,"May","CR","O",1,"CRO1","DREW/FREDRICK","20100524_CRO1_01_10","L",NA,0,"control",NA,"CRO1","2010"
"371",371,2010-05-24,"May","CR","O",1,"CRO1","DREW/FREDRICK","20100524_CRO1_01_11","D",NA,0,"control",NA,"CRO1","2010"
"372",372,2010-05-24,"May","CR","O",1,"CRO1","DREW/FREDRICK","20100524_CRO1_01_11","L",NA,0,"control",NA,"CRO1","2010"
"373",373,2010-05-24,"May","CR","O",1,"CRO1","DREW/FREDRICK","20100524_CRO1_01_12","D",NA,0,"control",NA,"CRO1","2010"
"374",374,2010-05-24,"May","CR","O",1,"CRO1","DREW/FREDRICK","20100524_CRO1_01_12","L",NA,0,"control",NA,"CRO1","2010"
"375",375,2010-05-24,"May","CR","O",1,"CRO1","DREW/FREDRICK","20100524_CRO1_01_13","D",NA,0,"control",NA,"CRO1","2010"
"376",376,2010-05-24,"May","CR","O",1,"CRO1","DREW/FREDRICK","20100524_CRO1_01_13","L",NA,0,"control",NA,"CRO1","2010"
"377",377,2010-05-24,"May","CR","O",2,"CRO2",NA,"20100524_CRO2_01_01","D",63,1,"control",NA,"CRO2","2010"
"378",378,2010-05-24,"May","CR","O",2,"CRO2",NA,"20100524_CRO2_01_01","L",NA,0,"control",NA,"CRO2","2010"
"379",379,2010-05-24,"May","CR","O",2,"CRO2",NA,"20100524_CRO2_01_02","D",NA,0,"control",NA,"CRO2","2010"
"380",380,2010-05-24,"May","CR","O",2,"CRO2",NA,"20100524_CRO2_01_02","L",64.15,1,"control",NA,"CRO2","2010"
"381",381,2010-05-24,"May","CR","O",2,"CRO2",NA,"20100524_CRO2_01_02","L",58.2,1,"control",NA,"CRO2","2010"
"382",382,2010-05-24,"May","CR","O",2,"CRO2",NA,"20100524_CRO2_01_03","D",NA,0,"control",NA,"CRO2","2010"
"383",383,2010-05-24,"May","CR","O",2,"CRO2",NA,"20100524_CRO2_01_03","L",NA,0,"control",NA,"CRO2","2010"
"384",384,2010-05-24,"May","CR","O",2,"CRO2",NA,"20100524_CRO2_01_04","D",36,1,"control",NA,"CRO2","2010"
"385",385,2010-05-24,"May","CR","O",2,"CRO2",NA,"20100524_CRO2_01_04","L",NA,0,"control",NA,"CRO2","2010"
"386",386,2010-05-24,"May","CR","O",2,"CRO2",NA,"20100524_CRO2_01_05","D",34,1,"control",NA,"CRO2","2010"
