Verified,SHA,Dilution,Date_samp,Station,SHA_status,Time_samp,W_depth,Surface_sal,Surface_temp,Surface_DO,Bottom_sal,Bottom_temp,Bottom_DO,Wind_dir,Wind_speed,pH,Turbidity,Fecal_coliform,Tide,Date_received,Time_received
V,28,3,841128,424,1,938,4,190,172,78,,,,280,12,78,320,110,3,,
V,28,3,841128,206,1,942,4,224,170,85,,,,280,12,77,220,49,3,,
V,28,3,841128,208,1,946,6,219,172,80,,,,280,12,77,300,110,3,,
V,28,3,841128,420,1,954,4,231,172,81,,,,280,12,77,220,130,4,,
V,28,3,841128,218,1,959,4,239,165,86,,,,280,12,79,300,46,4,,
V,28,3,841128,410,1,1006,6,248,168,83,,,,280,12,78,220,79,4,,
V,28,3,841128,210,1,1008,4,248,171,74,,,,280,12,77,220,70,4,,
V,28,3,841128,401,1,1016,4,265,168,82,,,,280,12,78,380,49,4,,
V,28,3,841128,400,1,1019,4,261,170,80,,,,280,12,77,240,240,4,,
V,28,3,841128,212,1,1022,4,257,171,74,,,,280,12,77,220,170,4,,
V,28,3,841128,214,1,1028,6,277,159,87,,,,280,12,81,380,7,4,,
V,28,3,841128,216,1,1034,6,277,154,89,270,154,90,330,8,82,220,5,4,,
V,28,3,841128,220,1,1039,6,277,154,90,,,,330,8,82,220,7,4,,
V,28,3,841128,224,1,1042,6,269,154,90,281,151,90,330,8,82,180,8,4,,
V,28,3,841128,226,1,1048,10,202,163,86,280,152,83,330,8,81,180,33,4,,
V,28,3,841128,250,1,1052,4,149,168,87,,,,330,8,80,220,130,4,,
V,28,3,841128,228,1,1058,4,49,172,87,46,173,82,330,8,79,220,240,4,,
V,28,3,841128,200,1,1100,6,35,173,84,35,173,81,330,8,79,380,350,4,,
V,28,3,841128,444,1,1104,6,29,174,85,29,174,84,330,8,79,180,920,4,,
V,28,3,841128,480,1,1110,8,44,173,86,44,173,84,330,8,79,220,350,4,,
V,28,3,841128,450,1,1122,4,52,168,94,181,168,85,330,8,80,180,110,4,,
V,28,3,841128,425,1,1127,4,109,168,89,182,165,85,330,8,79,240,350,4,,
V,28,3,841128,230,1,1131,6,184,164,89,186,163,90,330,8,80,220,79,4,,
V,28,3,841128,232,1,1135,6,245,159,93,260,159,91,330,8,82,340,13,4,,
V,28,3,841128,234,1,1140,6,246,164,88,246,164,87,330,8,82,420,22,4,,
V,28,3,841128,235,1,1151,4,234,169,87,235,169,87,330,8,81,300,8,4,,
V,28,3,841128,237,1,1155,4,235,178,85,,,,350,12,81,320,79,4,,
V,28,3,841128,445,1,1200,4,235,173,86,,,,350,12,81,280,79,5,,
V,28,3,841128,238,1,1205,6,188,175,75,199,175,75,350,12,78,240,350,5,,
V,28,3,841128,240,1,1208,6,199,175,76,199,175,73,350,12,78,320,170,5,,
V,28,3,841128,442,1,1210,2,196,175,77,,,,350,12,78,280,920,5,,
V,28,3,841128,241,1,1212,2,193,170,85,,,,350,12,80,220,70,5,,
V,28,3,841128,431,1,1217,4,143,172,74,143,172,73,350,12,78,200,49,5,,
V,28,3,841128,236,1,1220,10,132,173,73,135,172,72,350,12,77,200,170,5,,
V,28,3,841128,435,1,1226,12,6,176,78,6,176,78,350,12,79,200,350,5,,
V,28,3,841128,242,1,1230,4,4,177,80,4,173,77,350,12,79,220,220,5,,
V,28,3,841128,244,1,1234,14,2,177,79,2,178,79,350,12,79,180,240,5,,
V,28,3,841128,246,1,1238,8,11,171,75,11,172,71,350,12,78,200,920,5,,
V,28,3,841129,202,1,1042,8,43,166,81,183,159,66,50,6,78,140,94,3,,
V,28,3,841129,207,1,1050,4,225,158,71,,,,50,6,78,230,350,4,,
V,28,3,841129,204,1,1053,6,116,152,75,190,153,66,50,6,78,140,170,4,,
V,28,3,841129,434,1,1058,6,211,146,77,211,147,73,50,6,78,200,31,4,,
V,28,3,841129,222,1,1102,4,236,142,81,,,,50,6,80,160,49,4,,
V,28,3,841129,424,1,1105,2,174,145,82,,,,50,6,78,170,130,4,,
V,28,3,841129,206,1,1110,4,212,142,78,,,,50,6,77,160,13,4,,
V,28,3,841129,208,1,1113,6,215,137,78,215,138,71,50,6,77,170,49,4,,
V,28,3,841129,420,1,1131,2,237,145,79,,,,30,6,79,160,33,4,,
V,28,3,841129,218,1,1136,4,267,143,78,267,143,76,30,6,80,190,17,4,,
V,28,3,841129,410,1,1140,6,247,144,74,247,143,71,30,6,78,150,240,4,,
V,28,3,841129,210,1,1147,2,246,141,79,,,,30,6,78,140,920,4,,
V,28,3,841129,401,1,1050,2,269,147,78,,,,30,6,80,170,33,4,,
V,28,3,841129,400,1,1053,2,253,145,75,,,,30,6,78,200,170,4,,
V,28,3,841129,214,1,1157,6,288,144,74,288,144,74,30,6,82,150,2,4,,
V,28,3,841129,216,1,1207,6,289,146,74,289,146,74,30,6,82,150,2,4,,
V,28,3,841129,220,1,1209,6,287,145,76,289,145,75,30,6,82,170,2,4,,
V,28,3,841129,224,1,1213,4,289,145,79,,,,30,6,82,180,2,4,,
V,28,3,841129,226,1,1217,8,272,143,74,278,143,74,30,6,80,160,70,4,,
V,28,3,841129,250,1,1221,2,125,157,78,,,,30,6,80,140,46,4,,
V,28,3,841129,228,1,1225,4,45,172,71,,,,30,6,80,120,220,4,,
V,28,3,841129,200,1,900,8,33,166,74,105,164,69,30,6,79,94,170,3,,
V,28,3,841129,444,1,903,6,20,166,78,25,170,72,60,8,80,100,110,3,,
V,28,3,841129,480,1,907,8,42,162,76,42,166,69,60,8,79,140,140,3,,
V,28,3,841129,460,1,910,6,52,159,77,70,161,69,60,8,79,120,130,3,,
V,28,3,841129,450,1,916,4,230,144,76,,,,60,8,81,210,23,3,,
V,28,3,841129,425,1,920,6,234,155,76,261,150,74,60,8,80,170,180,3,,
V,28,3,841129,230,1,924,6,165,149,80,271,143,75,60,8,80,200,240,3,,
V,28,3,841129,232,1,930,6,186,145,83,255,144,75,60,8,80,180,79,3,,
V,28,3,841129,234,1,932,6,188,142,85,259,146,73,60,8,81,200,130,3,,
V,28,3,841129,235,1,935,4,137,138,90,,,,60,8,80,210,130,3,,
V,28,3,841129,237,1,942,4,154,137,90,,,,50,10,80,210,130,3,,
V,28,3,841129,445,1,945,4,164,140,87,,,,50,10,80,280,49,3,,
V,28,3,841129,238,1,950,6,182,140,80,182,140,71,50,10,79,220,33,3,,
V,28,3,841129,240,1,954,6,185,141,76,196,143,68,50,10,78,250,63,3,,
V,28,3,841129,442,1,1006,4,175,142,77,,,,50,10,80,300,70,3,,
V,28,3,841129,241,1,1010,4,167,141,84,,,,50,10,78,170,110,3,,
V,28,3,841129,431,1,1013,4,142,154,78,,,,50,10,79,190,33,3,,
V,28,3,841129,236,1,1016,10,118,148,75,192,171,64,50,10,,,70,3,,
V,28,3,841129,435,1,1023,12,5,111,80,96,171,67,60,10,80,1000,210,3,,
V,28,3,841129,242,1,1028,6,2,172,78,2,174,74,60,10,80,140,350,3,,
V,28,3,841129,244,1,1032,12,0,170,80,0,174,71,60,10,80,8000,33,3,,
V,28,3,841129,246,1,1035,6,6,156,73,6,157,66,60,10,78,140,130,3,,
V,28,3,841217,202,2,1219,6,62,185,85,219,177,77,70,5,75,180,49,2,,
V,28,3,841217,207,2,1223,4,156,184,77,,,,70,5,77,180,110,2,,
V,28,3,841217,204,2,1227,8,102,193,86,188,180,78,70,5,78,180,130,3,,
V,28,3,841217,434,2,1231,8,211,185,87,272,169,88,70,5,80,120,33,3,,
V,28,3,841217,222,2,1234,2,260,179,83,,,,70,5,80,100,23,3,,
V,28,3,841217,424,2,1238,4,214,188,86,,,,70,5,79,220,23,3,,
V,28,3,841217,206,2,1241,4,230,187,85,230,186,78,70,5,79,120,17,3,,
V,28,3,841217,208,2,1244,6,218,193,86,,,,70,5,79,160,49,3,,
V,28,3,841217,420,2,1249,2,243,190,99,,,,70,5,79,160,5,3,,
V,28,3,841217,218,2,1252,4,265,185,109,,,,70,5,81,100,2,3,,
V,28,3,841217,410,2,1255,6,246,188,111,246,185,102,70,5,81,100,8,3,,
V,28,3,841217,210,2,1258,4,233,190,83,,,,70,5,80,100,17,3,,
V,28,3,841217,401,2,1303,4,257,187,94,,,,70,5,80,80,5,3,,
V,28,3,841217,400,2,1305,4,236,192,103,,,,70,5,80,100,17,3,,
V,28,3,841217,212,2,1309,4,238,192,101,240,191,84,70,5,80,100,8,3,,
V,28,3,841217,214,2,1315,6,263,193,113,263,174,106,70,5,80,80,2,3,,
V,28,3,841217,216,2,1318,6,265,187,121,292,164,111,70,5,80,100,2,3,,
V,28,3,841217,220,2,1322,6,292,167,117,292,163,107,70,5,82,100,2,3,,
V,28,3,841217,224,2,1325,8,264,177,98,292,158,89,70,5,80,120,4,3,,
V,28,3,841217,226,2,1328,8,229,194,112,311,157,105,70,5,80,100,5,3,,
V,28,3,841217,250,2,1331,4,174,194,115,,,,70,5,80,120,49,3,,
V,28,3,841217,228,2,1336,6,56,185,91,91,182,75,70,5,81,120,110,3,,
V,28,3,841217,200,2,1338,8,5,189,109,5,189,93,70,5,81,100,170,3,,
V,28,3,841217,444,2,1345,6,15,188,96,15,187,109,70,5,80,100,130,3,,
V,28,3,841217,480,2,1349,8,30,189,115,87,184,83,245,7,80,100,79,3,,
V,28,3,841217,460,2,1353,4,114,182,80,150,179,81,245,7,79,120,79,4,,
V,28,3,841217,450,2,1358,4,204,188,97,242,177,90,245,7,79,120,8,4,,
V,28,3,841217,425,2,1402,6,232,185,99,267,174,92,245,7,80,220,49,4,,
V,28,3,841217,230,2,1406,4,247,178,108,303,165,96,245,7,80,120,23,4,,
V,28,3,841217,232,2,1409,6,219,199,105,303,167,93,245,7,80,200,13,4,,
V,28,3,841217,234,2,1413,6,259,180,112,290,174,87,245,7,80,200,13,4,,
V,28,3,841217,235,2,1416,4,223,199,87,,,,245,7,81,200,23,4,,
V,28,3,841217,445,2,1419,6,270,192,103,,,,62,6,78,240,4,4,,
V,28,3,841217,238,2,1422,10,220,197,86,220,196,89,62,6,78,200,33,4,,
V,28,3,841217,240,2,1425,4,220,198,82,,,,62,6,78,180,22,4,,
V,28,3,841217,442,2,1429,4,220,198,87,,,,62,6,79,200,33,4,,
V,28,3,841217,431,2,1434,4,250,179,90,,,,62,6,79,200,79,4,,
V,28,3,841217,435,2,1439,12,15,189,,230,173,,60,5,81,120,70,4,,
V,28,3,841217,242,2,1442,6,0,189,,0,173,,60,5,81,120,70,4,,
V,28,3,841217,244,2,1445,14,0,189,,0,188,,60,5,81,120,49,4,,
V,28,3,841217,246,2,1449,6,0,190,,0,188,,60,5,81,180,79,4,,
V,28,3,841218,202,2,944,8,126,176,85,180,175,79,90,1,79,,79,8,,
V,28,3,841218,207,2,940,4,126,185,83,136,184,75,90,1,79,,79,8,,
V,28,3,841218,204,2,934,8,41,181,85,147,179,77,90,1,80,,79,8,,
V,28,3,841218,434,2,948,10,226,174,84,226,174,81,90,1,80,,23,8,,
V,28,3,841218,222,2,951,6,296,166,92,296,166,92,90,1,81,,22,8,,
V,28,3,841218,424,2,956,4,238,175,84,238,175,84,90,1,80,,17,8,,
V,28,3,841218,206,2,1000,8,249,175,84,257,174,84,90,2,80,,13,8,,
V,28,3,841218,208,2,1003,8,232,177,76,239,177,76,90,2,79,,17,8,,
V,28,3,841218,420,2,1007,4,261,175,82,261,175,82,90,2,80,,5,8,,
V,28,3,841218,218,2,1012,6,281,168,90,284,167,90,90,2,81,,8,8,,
V,28,3,841218,410,2,1016,10,261,176,81,261,176,81,90,2,80,,13,8,,
V,28,3,841218,210,2,1019,4,254,177,81,,,,90,2,80,,2,8,,
V,28,3,841218,401,2,1026,6,255,177,78,261,177,80,90,2,80,,2,8,,
V,28,3,841218,400,2,1049,4,256,180,74,256,180,74,90,2,79,,23,8,,
V,28,3,841218,212,2,1052,4,256,181,78,256,181,78,270,2,80,,8,8,,
V,28,3,841218,214,2,1056,8,268,171,94,288,168,90,270,2,82,,4,1,,
V,28,3,841218,216,2,1101,8,281,169,92,296,166,88,270,2,82,,4,1,,
V,28,3,841218,220,2,1105,8,278,170,89,306,162,89,270,2,82,,8,1,,
V,28,3,841218,224,2,1109,10,266,171,99,314,159,92,270,2,82,,5,1,,
V,28,3,841218,226,2,1112,10,275,169,90,321,158,88,300,3,82,,7,1,,
V,28,3,841218,250,2,1118,4,289,167,95,289,167,95,300,3,82,,11,1,,
V,28,3,841218,228,2,1122,6,259,172,79,288,166,81,300,3,80,,110,1,,
V,28,3,841218,200,2,1125,10,151,178,78,255,170,75,300,3,80,,79,1,,
V,28,3,841218,444,2,1128,8,111,181,77,192,175,73,300,3,81,,49,1,,
V,28,3,841218,480,2,1132,10,229,177,79,283,166,83,300,5,80,,33,1,,
V,28,3,841218,460,2,1134,8,192,184,76,302,164,85,300,5,80,,70,1,,
V,28,3,841218,450,2,1138,6,223,179,86,270,171,84,300,5,80,,23,1,,
V,28,3,841218,425,2,1142,8,234,173,89,258,173,77,300,5,80,,23,1,,
V,28,3,841218,230,2,1146,8,274,170,86,274,164,87,300,5,81,,23,1,,
V,28,3,841218,232,2,1150,8,260,172,85,260,169,85,300,5,81,,46,1,,
V,28,3,841218,234,2,1153,8,260,180,83,291,175,78,300,5,81,,17,1,,
V,28,3,841218,235,2,1157,6,260,181,83,260,181,83,300,5,80,,33,1,,
V,28,3,841218,237,2,1201,4,272,181,77,282,180,81,270,6,80,,33,1,,
V,28,3,841218,445,2,1204,6,274,183,78,274,183,78,270,6,80,,33,1,,
V,28,3,841218,238,2,1254,12,230,187,75,230,188,75,270,6,80,,11,2,,
V,28,3,841218,240,2,1256,10,230,188,74,230,188,74,270,6,80,,17,2,,
V,28,3,841218,442,2,1329,4,230,199,71,230,199,71,90,1,79,,27,2,,
V,28,3,841218,241,2,1334,4,230,185,86,246,181,85,90,1,81,,8,2,,
V,28,3,841218,431,2,1351,4,203,189,77,231,186,72,90,1,80,,79,3,,
V,28,3,841218,236,2,1400,12,134,190,83,190,182,76,90,1,80,,33,3,,
V,28,3,841218,435,2,1420,12,99,184,80,197,177,78,280,5,80,,79,3,,
V,28,3,841218,242,2,1438,12,27,194,80,29,191,77,280,5,80,,350,3,,
V,28,3,841218,246,2,1458,10,0,194,84,0,194,81,280,5,80,,79,4,,
V,28,3,841219,202,1,955,6,82,173,91,106,173,83,148,3,80,,46,7,,
V,28,3,841219,207,1,956,4,39,179,92,,,,148,3,81,,79,7,,
V,28,3,841219,204,1,958,6,35,181,106,89,178,88,148,3,80,,79,7,,
V,28,3,841219,434,1,1001,8,188,174,94,188,174,87,148,3,79,,70,7,,
V,28,3,841219,222,1,1006,4,280,169,100,280,169,98,148,3,81,,8,7,,
V,28,3,841219,424,1,1010,2,168,175,96,,,,148,3,79,,33,7,,
V,28,3,841219,206,1,1013,6,211,176,97,218,175,91,148,3,80,,33,7,,
V,28,3,841219,208,1,1017,6,215,172,92,,,,148,3,80,,23,7,,
V,28,3,841219,420,1,1021,2,221,176,99,,,,148,3,79,,11,8,,
V,28,3,841219,218,1,1024,6,271,172,100,271,172,95,148,3,82,,22,8,,
V,28,3,841219,410,1,1028,6,245,178,103,245,178,96,148,3,80,,13,8,,
V,28,3,841219,210,1,1030,2,243,175,96,,,,148,3,79,,17,8,,
V,28,3,841219,401,1,1038,4,256,179,99,256,178,87,148,3,80,,2,8,,
V,28,3,841219,400,1,1041,4,251,177,98,251,177,89,148,3,79,,13,8,,
V,28,3,841219,212,1,1042,4,254,174,104,,,,148,3,79,,13,8,,
V,28,3,841219,214,1,1046,6,289,170,109,289,170,101,148,3,82,,8,8,,
V,28,3,841219,216,1,1049,6,289,170,111,289,169,94,160,3,82,,2,8,,
V,28,3,841219,220,1,1053,8,289,170,91,289,169,85,160,3,82,,2,8,,
V,28,3,841219,224,1,1057,6,272,172,103,292,167,92,160,3,82,,11,8,,
V,28,3,841219,226,1,1104,10,277,171,108,316,161,92,160,3,82,,17,8,,
V,28,3,841219,250,1,1107,4,276,176,114,275,176,109,160,3,82,,46,8,,
V,28,3,841219,228,1,1111,6,247,174,109,260,174,92,160,3,80,,70,8,,
V,28,3,841219,200,1,1115,8,67,181,91,140,176,78,160,3,81,,110,8,,
V,28,3,841219,444,1,1117,6,54,179,97,101,176,85,160,3,82,,130,8,,
V,28,3,841219,480,1,1120,8,267,173,,267,173,,280,1,81,,31,8,,
V,28,3,841219,460,1,1123,6,289,171,,291,169,,280,1,82,,5,8,,
V,28,3,841219,450,1,1126,6,242,175,,242,172,,280,1,81,,22,8,,
V,28,3,841219,425,1,1129,6,230,176,,230,174,,280,1,81,,46,8,,
V,28,3,841219,230,1,1132,6,266,174,,279,169,,280,1,81,,11,8,,
V,28,3,841219,232,1,1142,8,263,178,,290,172,,280,1,81,,79,8,,
V,28,3,841219,234,1,1145,8,227,179,,282,176,,280,1,80,,33,8,,
V,28,3,841219,235,1,1150,4,246,183,,247,180,,280,1,80,,5,8,,
V,28,3,841219,237,1,1154,4,246,184,,260,183,,280,0,80,,5,8,,
V,28,3,841219,445,1,1156,4,262,187,,265,185,,280,0,79,,23,8,,
V,28,3,841219,238,1,1200,8,235,185,,235,183,,280,4,80,,46,1,,
V,28,3,841219,240,1,1202,8,189,188,,212,186,,280,4,80,,79,1,,
V,28,3,841219,442,1,1206,2,200,179,,,,,280,4,79,,170,1,,
V,28,3,841219,241,1,1211,4,216,178,,238,176,,280,4,80,,22,1,,
V,28,3,841219,431,1,1213,4,193,185,,210,181,,270,2,80,,33,1,,
V,28,3,841219,236,1,1216,12,146,190,,190,181,,270,2,81,,180,1,,
V,28,3,841219,435,1,1222,14,155,188,,204,180,,260,2,80,,33,1,,
V,28,3,841219,242,1,1226,10,27,190,,80,185,,260,2,81,,130,1,,
V,28,3,841219,244,1,1230,16,0,193,,2,192,,260,2,82,,49,1,,
V,28,3,841219,246,1,1234,6,5,191,,5,191,,260,2,81,,43,1,,
V,28,3,850204,202,1,1241,4,32,128,,27,132,,50,12,81,310,33,8,,
V,28,3,850204,207,1,1245,2,10,142,114,,,,50,12,81,200,70,8,,
V,28,3,850204,204,1,1247,6,29,137,115,29,137,115,50,12,80,240,79,8,,
V,28,3,850204,434,1,1251,10,104,127,116,104,127,121,50,12,80,1000,17,8,,
V,28,3,850204,222,1,1255,4,277,120,115,283,118,108,50,12,81,210,5,8,,
V,28,3,850204,424,1,1300,2,68,127,139,,,,50,12,80,480,49,8,,
V,28,3,850204,206,1,1304,4,126,123,127,129,125,130,50,12,80,290,17,8,,
V,28,3,850204,208,1,1307,8,118,121,122,118,122,134,50,12,79,280,8,8,,
V,28,3,850204,420,1,1314,2,125,124,140,,,,50,12,80,310,17,8,,
V,28,3,850204,218,1,1318,4,280,119,119,,,,50,12,81,230,2,8,,
V,28,3,850204,410,1,1323,8,163,124,135,187,125,126,50,12,80,260,2,8,,
V,28,3,850204,210,1,1327,2,124,123,136,,,,50,12,79,260,11,8,,
V,28,3,850204,401,1,1333,4,190,120,131,,,,50,12,80,260,5,8,,
V,28,3,850204,400,1,1336,4,191,120,139,,,,50,12,80,250,2,8,,
V,28,3,850204,212,1,1338,2,178,120,141,,,,50,12,79,380,17,8,,
V,28,3,850204,214,1,1343,6,263,119,137,263,120,109,50,12,81,260,2,8,,
V,28,3,850204,216,1,1348,6,263,119,135,263,119,135,50,15,81,240,2,8,,
V,28,3,850204,220,1,1352,6,259,118,106,257,118,113,50,15,81,180,2,8,,
V,28,3,850204,224,1,1356,6,257,120,109,257,120,115,50,15,81,210,4,1,,
V,28,3,850204,226,1,1404,10,257,118,109,306,116,97,50,15,81,240,2,1,,
V,28,3,850204,250,1,1410,2,299,119,99,,,,50,15,81,330,8,1,,
V,28,3,850204,228,1,1413,4,68,131,112,268,122,93,50,15,82,290,33,1,,
V,28,3,850204,200,1,1420,8,50,183,77,177,128,80,50,15,81,290,17,1,,
V,28,3,850204,444,1,1424,4,25,139,102,,,,50,15,81,210,33,1,,
V,28,3,850204,480,1,1429,8,90,133,114,267,125,98,70,15,81,200,17,1,,
V,28,3,850204,460,1,1431,4,159,129,82,,,,70,15,80,400,33,1,,
V,28,3,850204,450,1,1436,4,165,129,93,218,128,87,70,15,79,430,8,1,,
V,28,3,850204,425,1,1440,6,170,131,95,194,130,89,70,15,79,260,21,1,,
V,28,3,850204,235,1,1458,4,180,128,101,,,,70,15,79,320,8,1,,
V,28,3,850204,237,1,1502,4,209,130,92,,,,70,15,80,250,17,1,,
V,28,3,850204,445,1,1505,4,229,128,101,,,,70,15,79,440,5,1,,
V,28,3,850204,240,1,1513,4,191,130,99,191,131,92,70,15,79,260,13,1,,
V,28,3,850204,442,1,1516,2,191,130,118,,,,70,15,79,240,33,2,,
V,28,3,850204,241,1,1452,4,180,131,97,,,,70,15,79,270,21,1,,
V,28,3,850204,431,1,1522,4,50,147,111,,,,70,15,80,400,33,2,,
V,28,3,850204,236,1,1524,8,29,150,91,111,140,79,70,15,80,420,70,2,,
V,28,3,850204,435,1,1531,10,10,157,99,144,138,109,60,15,80,200,49,2,,
V,28,3,850204,242,1,1536,6,2,160,110,2,163,100,60,15,80,210,49,2,,
V,28,3,850204,244,1,1540,14,0,160,116,0,162,115,60,15,80,160,23,2,,
V,28,3,850204,246,1,1543,16,0,156,111,0,160,120,60,15,79,160,33,2,,
V,28,3,850205,202,2,1014,6,4,152,102,4,152,97,110,5,80,180,49,6,,
V,28,3,850205,207,2,1020,2,56,134,115,,,,110,5,80,180,79,6,,
V,28,3,850205,204,2,1028,6,41,133,107,163,124,87,110,5,80,240,49,6,,
V,28,3,850205,434,2,1036,10,47,126,109,112,125,98,110,5,80,32,27,6,,
V,28,3,850205,222,2,1039,4,243,120,96,,,,110,5,80,700,4,6,,
V,28,3,850205,424,2,1044,2,88,128,106,,,,110,5,80,190,79,6,,
V,28,3,850205,206,2,1049,4,141,130,122,,,,110,5,82,290,8,6,,
V,28,3,850205,208,2,1051,8,130,121,101,130,120,94,110,5,79,290,13,6,,
V,28,3,850205,420,2,1059,2,154,125,108,,,,120,5,80,1800,11,6,,
V,28,3,850205,218,2,1103,4,222,121,99,222,121,99,120,5,80,280,2,6,,
V,28,3,850205,410,2,1107,8,169,125,110,194,122,97,120,5,80,350,14,6,,
V,28,3,850205,210,2,1111,4,158,123,100,,,,120,5,80,700,13,6,,
V,28,3,850205,401,2,1119,4,201,126,104,,,,120,5,80,190,8,7,,
V,28,3,850205,400,2,1121,4,193,126,102,,,,120,5,80,250,13,7,,
V,28,3,850205,212,2,1123,2,184,134,101,,,,120,5,80,170,17,7,,
V,28,3,850205,214,2,1128,6,252,119,101,252,118,99,120,5,81,250,8,7,,
V,28,3,850205,216,2,1132,6,252,119,102,252,118,103,150,10,81,150,2,7,,
V,28,3,850205,220,2,1141,6,272,118,106,272,118,107,150,10,81,140,2,7,,
V,28,3,850205,224,2,1147,6,272,120,103,272,118,101,150,10,81,100,2,7,,
V,28,3,850205,226,2,1159,6,210,126,102,210,125,102,150,10,81,230,23,7,,
V,28,3,850205,228,2,1211,6,48,152,113,,,,150,10,84,190,49,7,,
V,28,3,850205,200,2,1214,10,48,152,108,42,152,109,150,10,82,160,110,7,,
V,28,3,850205,444,2,1216,6,2,157,103,2,157,97,150,10,82,80,33,7,,
V,28,3,850205,480,2,1221,10,4,148,118,150,133,102,180,10,84,110,49,7,,
V,28,3,850205,460,2,1225,6,245,127,94,245,127,94,180,10,81,610,33,7,,
V,28,3,850205,425,2,1310,6,165,139,97,182,134,93,180,10,80,260,5,8,,
V,28,3,850205,230,2,1317,8,195,135,96,200,131,92,180,10,80,210,2,8,,
V,28,3,850205,232,2,1336,8,236,132,93,253,125,90,180,10,79,220,2,8,,
V,28,3,850205,234,2,1333,6,231,131,94,241,129,92,180,10,81,240,2,8,,
V,28,3,850205,235,2,1328,6,231,136,98,236,134,97,180,10,81,210,2,8,,
V,28,3,850205,237,2,1324,6,206,137,99,244,134,96,150,12,81,250,2,8,,
V,28,3,850205,445,2,1321,4,225,137,95,,,,150,12,80,450,2,8,,
V,28,3,850205,238,2,1315,8,209,139,101,209,137,102,150,12,80,350,2,8,,
V,28,3,850205,240,2,1318,4,209,141,98,209,138,98,150,12,80,390,17,8,,
V,28,3,850205,442,2,1311,8,195,140,108,195,138,110,150,12,81,230,2,8,,
V,28,3,850205,241,2,1303,6,231,133,100,231,132,103,150,12,81,450,2,8,,
V,28,3,850205,431,2,1259,10,16,163,100,50,163,94,150,12,82,210,79,8,,
V,28,3,850205,236,2,1256,14,8,165,107,77,138,99,150,12,82,350,9,8,,
V,28,3,850205,435,2,1251,12,14,162,103,65,137,100,140,15,82,300,4,8,,
V,28,3,850205,242,2,1246,8,0,160,98,0,160,90,140,15,81,220,4,7,,
V,28,3,850205,244,2,1245,14,0,163,97,0,161,90,140,15,81,150,2,7,,
V,28,3,850205,246,2,1238,8,0,160,79,0,160,75,140,15,81,120,2,7,,
V,28,3,850206,202,2,1021,4,7,160,98,7,160,97,60,2,81,350,110,6,,
V,28,3,850206,207,2,1024,2,37,154,101,,,,60,2,80,480,170,6,,
V,28,3,850206,204,2,1032,4,67,152,101,67,154,92,60,2,79,490,920,6,,
V,28,3,850206,434,2,1036,8,77,151,92,78,151,93,60,2,79,450,79,6,,
V,28,3,850206,222,2,1039,2,124,146,89,,,,60,2,80,550,49,6,,
V,28,3,850206,424,2,1045,2,70,150,69,,,,60,2,79,3700,350,6,,
V,28,3,850206,420,2,1114,2,155,146,64,,,,88,3,79,560,33,6,,
V,28,3,850206,218,2,1122,4,171,143,83,171,143,81,88,3,80,280,46,6,,
V,28,3,850206,410,2,1126,6,152,149,78,152,150,71,88,3,79,1800,170,6,,
V,28,3,850206,210,2,1130,2,93,152,79,,,,88,3,78,1600,350,6,,
V,28,3,850206,401,2,1137,2,191,144,90,,,,88,3,80,500,46,6,,
V,28,3,850206,400,2,1140,2,162,146,93,,,,88,3,79,670,170,6,,
V,28,3,850206,212,2,1142,2,133,148,88,,,,88,3,78,920,350,6,,
V,28,3,850206,214,2,1148,6,232,135,92,232,135,92,88,3,81,520,5,7,,
V,28,3,850206,216,2,1152,6,251,132,93,264,137,92,100,3,81,290,2,7,,
V,28,3,850206,220,2,1155,8,262,134,92,262,130,91,100,3,81,170,5,7,,
V,28,3,850206,224,2,1158,6,234,136,92,244,133,91,100,3,81,350,11,7,,
V,28,3,850206,226,2,1203,10,229,137,89,263,131,85,100,3,81,800,33,7,,
V,28,3,850206,250,2,1207,2,42,154,92,,,,100,3,80,260,110,7,,
V,28,3,850206,228,2,1211,4,5,160,91,10,161,83,100,3,81,250,130,7,,
V,28,3,850206,200,2,1214,8,1,162,92,31,162,83,100,3,82,280,220,7,,
V,28,3,850206,444,2,1216,4,2,162,91,2,163,84,100,3,82,210,240,7,,
V,28,3,850206,480,2,1221,8,13,160,92,10,161,85,95,5,82,240,110,7,,
V,28,3,850206,460,2,1223,2,102,150,89,,,,95,5,81,610,79,7,,
V,28,3,850206,450,2,1228,4,131,147,84,160,145,84,95,5,80,460,46,7,,
V,28,3,850206,425,2,1233,8,61,152,97,131,146,85,95,5,81,310,46,7,,
V,28,3,850206,230,2,1236,6,180,143,89,236,138,82,95,5,80,550,17,7,,
V,28,3,850206,232,2,1240,6,172,145,89,245,139,80,95,5,80,780,33,7,,
V,28,3,850206,234,2,1246,6,217,143,89,236,141,84,95,5,80,370,33,7,,
V,28,3,850206,235,2,1250,4,191,148,86,191,149,83,95,5,81,530,13,7,,
V,28,3,850206,237,2,1254,4,233,149,86,239,149,83,90,5,80,230,170,7,,
V,28,3,850206,445,2,1257,4,239,151,85,,,,90,5,80,520,70,7,,
V,28,3,850206,238,2,1300,6,206,153,86,206,154,80,90,5,80,500,49,7,,
V,28,3,850206,240,2,1301,6,210,153,83,210,154,80,90,5,80,430,13,7,,
