<<<<<<< HEAD
Number,X,Y,Elev,Transect,Element,Type,
3167,1786863.619,305548.449,-1.481,17,17,ROCK TOP,
3168,1786863.789,305550.302,-1.415,17,17,ROCK TOP,
3169,1786864.148,305552.288,-3.11,17,17,GS,
3170,1786793.587,305570.996,-3.287,18,17,GS,
3171,1786792.587,305570.554,-1.801,18,17,ROCK TOP,
3172,1786792.107,305568.913,-1.638,18,17,ROCK TOP,
3173,1786791.129,305566.749,-1.771,18,17,ROCK TOP,
3174,1786789.571,305563.29,-1.636,18,17,ROCK TOP,
3175,1786789.48,305561.218,-1.684,18,17,ROCK TOP,
3176,1786788.776,305559.37,-1.643,18,17,ROCK TOP,
3177,1786788.294,305556.784,-1.688,18,17,ROCK TOP,
3178,1786787.789,305554.612,-1.6,18,17,ROCK TOP,
3179,1786787.551,305552.996,-1.493,18,17,ROCK TOP,
3180,1786787.183,305550.475,-1.749,18,17,ROCK TOP,
3181,1786786.812,305548.216,-1.593,18,17,ROCK TOP,
3182,1786786.983,305545.619,-1.947,18,17,ROCK TOP,
3183,1786786.97,305543.702,-1.853,18,17,ROCK TOP,
3184,1786787.055,305541.291,-3.468,18,17,GS,
>>>>>>> 4da6027db5727cb72ecc6ea963916d00b03ce13b
